@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"rt @cooperativa: los teléfonos de emergencia son el 568 129 commercial_enterprise cooperative organization association electronic_equipment telephone medium device set peripheral crisis emergency comprise","4","0","0","60","11","0","1"
"@tomassonbz acá hay rumores de que cortarán el agua. me dijeron el domingo pero no ha pasado nada. lu here be gossip hearsay information play communication album disunite cut liquid water binary_compound material ingredient chemical_compound chemical_substance utter say day_of_rest Sunday day_of_the_week literary_work terminology be pass lanthanide lutetium metal organization chemical_element Period_6_element","4","3","2","103","20","0","1"
"rt @infozeus: rt @cfsoto: @tele13online en #talca estan saqueando casas con gente adentro acabo de hablar con mis primo take plunder building house home Structure residential_building group people social_group inward kill communicate speak eating_apple Prima","8","3","0","119","19","1","1"
"rt @jccortes: rt @milenio: ola de dos metros llega a costa de huatulco; hay hoteles y comercios inundados.  #tsunami http://bit.ly/9zcygy period millennium unit_of_time periodization orbit_period motion wave wave metric_linear_unit metre SI_base_unit unit Unit_of_length arrive shore coast landform area exist building hotel house architectural_structure trade tourism commerce trade activity awash disaster tsunami wave natural_disaster","9","1","1","137","23","1","1"
"chile  se decreta triangulo de silencio en edif borderio en conce... escucharon ruido en piso 6. hay esperanza de vida South_American_country Chile nation country decide rule triangle scalene_triangle plane_figure Tangential_polygon simplex Bicentric_polygon sound_property silence acoustic_wave language provincial_capital Concepción commune_of_Chile town Chile Una_città City New_York_City listen listen_in noise rumble noise structure storey building be emotion hope emotional_state life_expectancy organic_phenomenon life body object property characteristic","9","2","1","118","20","0","1"
"en san pedro de la paz la gente está más tranquila con la llegada del ejército. mi familia está bie person saint deity Apostle Peter saint human order peace state group people social_group quiet arrival landing military army military_service social_group family clan person people","7","0","0","103","22","0","1"
"rt @tvn_mauricio: rt @ximenagambra: puerto montt: se recibe  ayuda enlas escuela 6 (escuela españa ship harbor port tanker port Puerto_Montt commune_of_Chile acquire receive support aid educational_institution school building institution educational_institution school building institution","8","2","1","99","15","0","1"
"embajada chilena: ninguna de las cuentas internacionales han sido reconocidas por el gobierno chileno. unica reconocida cruz roja chilena position ambassadorship South_American Chilean problem_solving calculation Process_philosophy international exist add_up make acknowledged social_control governance policy political_organisation System institution president President_of_Chile statesman Chilean know realize fauna withers body_part horse anatomy zoology body NGO Red_Cross International_organization organization social_movement Societats_Nacionals_de_la_Creu_Roja_i_la_Mitja_Lluna_Roja Chilean_Red_Cross institution red Chilean","4","1","1","137","19","0","1"
"movistar méxico regala todas las llamadas a #chile q sean necesarias para localizar familiares tras el sismo solo hoy domingo 28 de febrero company Movistar_México provide regale neighbourhood Desfile_de_llamadas South_American_country Chile nation country exist necessary locate localise fauna familiar_spirit spirit entity just today day_of_rest Sunday day_of_the_week literary_work terminology month February Gregorian_calendar_month Ou_Nederlandse_maandname","7","3","1","140","24","1","1"
"@pauupu para victoria todavia no tienen luz d: sailing_ship Victoria_(barco_vela_radiocontrol) hold electromagnetic_radiation light actinic_radiation","3","1","0","46","8","0","1"
"@cruzrojainforma en comuna de copiapó en donde hay donaciones de sangre. durante estos dias municipality commune_of_Chile Administrative_divisions_of_Chile administrative_division province Copiapó provincial_capital commune_of_Chile Una_città City exist gift donation donor blood_donor blood body_fluid blood unit_of_time day International_System_of_Units","6","0","1","92","14","0","1"
"rt @curvaspoliticas #chile tarea para l@s valientes: camioneta 4x4 en curicÓ para ayudar en traslado leones de iloca ecopolis.di@gmail.com South_American_country Chile nation country duty task brave truck pickup_truck Car_body_style motor_vehicle transmission four-wheel_drive propulsion vehicle finance back change_of_location translation big_cat lion cat taxon settlement Iloca,_Chile town","8","2","0","139","23","1","1"
"@fernandopaulsen @biobio busco a rosa baro mendoza a su hijo y nieta de corone search pink municipality Baró locality female_offspring daughter offspring kinship offspring grandchild kinship family","4","2","0","78","14","0","1"
"rt @rennaaa: @reportwiteros porfavor.. la ayuda en valparaíso se recolecta en la casa central de la pucv ... se necesitan alimentos! #te ... activity assistance collect building house home Structure residential_building company parent_company central be want solid food object body","7","3","3","141","22","1","1"
"@anetteoficial carnalitos la embajada chilena n mex abriÓ la cuenta 4042482448 n hsbc para apoyar a ls damnificados c pide q c retwiteen trip errand Chilean find count give support request ask","6","3","1","137","23","0","1"
"bachelet confirma 708 muertos: 541 en el maul support dead slain","3","1","0","45","8","0","1"
"la alerta de tsunami se extiende a todos los paises de las costas del pacifico alert wake System Tsunami_warning_system disaster tsunami wave natural_disaster increase widen shore coast landform area","4","2","1","78","15","0","1"
"rt @irkaflor: si alguien conoce a jorge sepulveda de puente alto cerca santiago comuniquence via twitter conmigo por favor meet structure bridge Structure state_highway architectural_structure commune_of_Chile Puente_Alto tall close chirp tweet benignity favor","9","2","2","122","19","0","1"
"@biobiodeportes: se busca a manuel silva moraga edad 20 aÑos ciudad de talcahuano se encuentra desaparecido junto a toda su familia 84572407 search woodland silva last_name Professionalism_in_association_football property age period year unit_of_time time_standard settlement City settlement encounter united social_group family clan person people","8","1","2","141","23","0","1"
"rt @chaborrin: como aplican un toque de queda con el peligro de otro sismo? todos encerrados a esperar otro sismo compel enforce contact touch decree curfew rapper danger risk event_(philosophy) management geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography confine lock act wait geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","7","2","1","113","20","0","1"
"http://www.facebook.com/#!/group.php?gid=10150095451980151&ref=ts aqui hay informacion de las carreteras vía google. exist knowledge information concept identifier sequence way road highway state_highway constructed_structure","3","1","0","117","19","0","1"
"@itskaritto sip xd muchas replicas d: pero en talca hubo una de 6.1 ;o que miedo exist emotion fear","4","0","2","80","17","0","1"
"alguien sabe de @naibyl  es de conce ! know comprise","2","1","1","38","7","0","1"
"mañana en san felipe se puede otorgar ayuda a todos los damnificados de conce...a partir de la 9:30 de la mañana en colegio de profesores tomorrow person saint deity refrain help allocate award support aid provincial_capital Concepción commune_of_Chile town Chile Una_città City New_York_City leave part period forenoon time person College_(canon_law) academician professor title_in_the_higher_education_in_the_Netherlands academic_degree profession position teacher","8","1","1","139","29","0","1"
"para ayudar a las víctimas del terremoto que azotó a nuestro país el pasado viernes 26 http://chileayuda.com/ support aid unfortunate victim geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography precipitate spat people nation country political_entity Political_division organization terminology Community_(Wales) weekday Friday day_of_the_week day","4","2","1","112","21","0","1"
"rt @paropli: @potq fundación gesta ofrece 15 alojamientos en curicó para profesionales que deseen trasladarse a ayudar: contactarse al 6 ... charity philanthropic_foundation juridical_person nonprofit_organization market_economy close_corporation categorization taxon Gesta_(butterfly) wage offer living_quarters diggings person professional utter wish jaunt travel support aid","7","4","1","142","21","0","1"
"en la comuna de nancagua (vi región) aún no hay ni agua ni lu France commune administrative_division Administrative_divisions_of_France collectivité_territoriale municipality organization commune_of_Chile Nancagua City location part still exist liquid water binary_compound material ingredient chemical_compound chemical_substance comune Lu,_Piedmont","4","1","0","63","16","0","1"
"el terremoto de chile reduce la duracion de los dias en 1.26 microsegundos y movio el eje de la tierra 8 centimetros geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography South_American_country Chile nation country weaken cut gradation Duration_(music) component measure unit_of_time day International_System_of_Units unit_of_time microsecond International_System_of_Units shaft axle driveshaft terrestrial_planet Earth planet metric_linear_unit centimetre Unit_of_length","9","1","0","116","23","0","1"
"#24h se necesitan militares en penco urgente @biobio #terremotochile #chile #concepcio necessitate military pressing capsicum cayenne_pepper spice taxon fruit Common_name vine","7","1","1","86","11","4","1"
"rt @marcelopradosz: @rodrigosepu: en cabrero la situación es tranquila y sólo hay temor por los reos sueltos. por favor rt para tranquilizar herder goatherd profession condition situation exist quiet just exist fear apprehension family Reo taxon benignity favor alleviate soothe","7","2","0","142","24","0","1"
"@reportwiteros busco de urgencia a la familia garay rivas que se encuentra en la localidad de santa juana concepcion porfavor avisar search move haste social_group family clan person people encounter geographic_area settlement ceremony Maundy female_given_name Jane_(given_name) name inform warn","8","2","2","132","21","0","1"
"47 muertos #terremotochile la noticia es confirmada =( natural_object body info word represent embody","3","1","0","54","7","1","1"
"@reportwiteros google habilita pagina para donaciones desde el extranjero http://www.google.com/relief/chileearthquake/ #rptw Public_company Google multinational_corporation monotype Pagina gift donation person alien traveler","6","0","0","125","16","1","1"
"rt @kokesaldana: @tvn_monicar necesito ubicar a angie puentes contreras y familia cerca de villa las princesa be want Village_(United_States) Angie,_Louisiana denture bridge filling social_group family clan person people close about municipality town City settlement patrician princess Royal_and_noble_ranks prince","6","3","0","109","16","0","1"
"rt @earcos: piden a @movistarchile que libere los wi-fi comerciales para poder mejorar comunicaciones /via @micronauta (rt porfa) request ask release local_area_network WiFi technology electromagnetic_radiation Wireless commercial remove dismiss alter ameliorate act communication behavior company VIA_Technologies manufacturer","5","4","1","129","19","0","1"
"@tvn_pablo busca a iris sierra y rene ormeÑo en san pedro de la paz. search river Yeşilırmak_River formation ridge landform Feature_(archaeology) person saint deity Apostle Peter saint human greeting kiss_of_peace Mass Divine_Service_(Lutheran)","5","3","0","69","15","0","1"
"rt @muchachurris es cierto esto? guendelman junten agua. corte general en santiago a las 16.00! / yo tb quiero saber! comprise certain liquid water binary_compound material ingredient chemical_compound chemical_substance regime court social_group general be want know","6","4","2","117","20","0","1"
"clinton promete más ayuda para chile http://bit.ly/bs81xg varietal Clinton_(grape) Hybrid_grape assure pledge gift aid economics term South_American_country Chile nation country","3","2","0","58","11","0","1"
"rt @tvn_mauricio: aquí la lista de supermercados y farmacias abiertos http://bit.ly/cvxiey desde valpo a p.montt (gracias a @fcevenindeath) here investigation count notation System 1 beat triple information look-alike quadruple orthography grocery_store supermarket food trade marketing Surface Teilen retail shop pharmacy interdisciplinary_science discipline health_profession professional open line serif printing font typography orthography design","9","0","0","140","22","0","1"
"lean un poco de esto y ya luego me platican. http://bit.ly/wshnh http://bit.ly/cjwxck relacionado con el terremoto de chile de 8.3º mouth read then related geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography South_American_country Chile nation country","4","2","3","132","27","0","1"
"#terremotochile para poder comunicarnos con constitucion porfavor dar un numero netel o llamar a  56*129*578 para contacto. be_able_to principle constitution law law Legal_transaction System calque transfer give definite_quantity number Mathematical_object label call interaction contact","5","3","0","123","19","1","1"
"rt @cruzrojainforma: carabineros ha debido emplear medidas extremas de fuerza para evitar saqueos. #terremotochile por favor no se expon ... soldier carabinier rifleman be build_on owe use mathematics measure_(mathematics) analysis function concept term ultimate physical_phenomenon force physical_quantity prevent avert pillage looting discrimination advantage favor","7","3","2","140","19","1","1"
"@airarrazaval ojo con esto: se adelanta para las 18hs el toque de queda en concepción sensory_receptor eye organ architectural_element Feature_(archaeology) advance overhaul happening contact decree curfew rapper be remain","5","1","2","86","16","0","1"
"estoy pa´ dentro con los saqueos de conce... caótico y tercermundista!! within pillage looting discrimination","2","0","0","73","12","0","1"
"rt @copano: desde las 20 horas hasta mediodia de mañana adelantan toque de queda. unit_of_time hour unit hour midday time television_program tomorrow advance overhaul happening contact decree curfew rapper meet meet_up_with","5","1","0","82","15","0","1"
"estas réplicas están causando el colapso de diversos edificios que quedaron en malas condiciones por el terremoto principa copy replica reproduction cause effect descent collapse structure building house technology architecture architectural_structure Structure construction agree bad state condition geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","3","1","124","20","0","1"
"alguien tiene información de la ciudad de cauquenes?????? hold newspaper Información settlement City settlement","3","1","1","58","9","0","1"
"nesecito saber de la familia godoy ramirez que se encontraban entre concepcion y coronel ..fuerza a todos !!!  marcela valdivia know social_group family clan person people Constitución_Department Godoy_(Santa_Fe) encounter commissioned_military_officer colonel field_officer United_States_Congress physical_phenomenon force physical_quantity","6","3","3","127","19","0","1"
"rt @tvnlab: rt @aradx: rt @myricri: estoy en busca de esteban espinoza ansieta esta en concepcion  #terremotochile #fuerzachile #rptw electronic_device pager","14","2","0","133","19","3","1"
"#nota @anahi hará tres conciertos por chile http://bit.ly/an7mxv valuation grade execute radio_station Radio_Concierto South_American_country Chile nation country","4","2","0","65","11","1","1"
"rt @alvaro_caceres: todo el pueblo de juan fernandez desapareció. todo. mi hermano se salvó de milagr people folk disappear clear female_sibling sister deliver save","5","2","3","103","16","0","1"
"rt @carolinamillan: ricardo arjona ha manifestado interés por colaborar con #chile para la #teleton se verá si es ... http://bit.ly/96j8np basketball Ricardo_Arjona musician Singer-songwriter human actor singer artist academy Municipalities_of_Colombia Arjona,_Colombia municipality exist tell reveal problem_solving inquiry Process_philosophy work collaborate South_American_country Chile nation country broadcast Telethon perceive see","8","5","1","140","23","2","1"
"rt @ric_higuera: insulza: 'la intervención de las fuerzas armadas era necesaria. está bien que se hiciera'. en vivo por cooperativa. participation intervention physical_phenomenon force physical_quantity defence military force organization armed comprise necessary all_right good execute association cooperative","7","1","1","134","21","0","1"
"rt @cristianvega88: intendente los rios confirma inicio de clases mínimo para el 8/03 #terremotochile #valdivia Artistic_director Intendant official profession title stream river support point beginning gathering form software_development_process class minimal","6","1","0","112","17","2","1"
"rt @copano: urgente: el @ejercito_chile tiene twitter y esta monitoreando info acerca d lugares abandonados donde aún no llegan. rt a to2. pressing hold chirp tweet message info about point place entity discard abandon as_yet arrive","5","4","2","139","23","0","1"
"rt @carlos_baute: xfavor alguien d chile q pueda llamar a estos nrs y avisar x aquí como estan: 98708665 alfred capsicum cayenne_pepper spice taxon fruit Common_name vine be_able_to label call inform warn over_here","7","3","3","112","20","0","1"
"@movistarchile  grande movistaar!!  fue lo uniko que sevia durante horas! y yo tengo entel .. y no funcionaba big be unit_of_time hour unit hold function","3","3","1","109","17","0","1"
"rt @grmadryn rt @paniko: mapa colaborativo con todo el comercio abierto en ciudades chilenas. rt porfa http://tinyurl.com/yfplktu representation map medium document document document document Group_representation commerce trade activity open municipality town Chilean","7","0","0","129","20","0","1"
"rt @unavezalasemana: durante de la tarde-noche el municipio de concepción hará distribución de alimentos de primera necesidad #terremoto ... urban_area municipality administrative_division settlement Political_division create_by_mental_act draw commerce distribution planning Food_distribution solid food object body condition need psychology motivation feeling want concept hypothesis philosophy desire marketing Something_(Beatles_song) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","10","1","0","143","21","1","1"
"rt @alejandrosanz: urgente chile: porfavor mandar comida a los chilenos mas afectados. http://bit.ly/dzsrzr pressing capsicum cayenne_pepper spice taxon fruit Common_name vine dominate command nutrition meal eating South_American Chilean however affected","5","1","0","107","16","0","1"
"rt @psicovivir: es importante que a los niño se les duerma hablandoles. deben sentir la seguridad de sus seres queridos #terremotochile comprise important female female_child be owe perceive feel condition safety nation animate_thing being abstraction entity System concept dear","4","2","2","136","22","1","1"
"rt @cnn_chile: vecinos de concepción se organizan para evitar robos http://url4.eu/1votw person neighbour plan direct prevent avert theft robbery Violent_crime Delict property_crime crime","5","3","1","89","15","0","1"
"rt @sowhatz: escuché en la radio que carrier 188 es gratuito para llamadas nacionales. #terremotochile perceive listen broadcasting radio Wireless Mediu_(arte_și_cultură) transmission town Carrier,_Oklahoma comprise needless telephony call telephone national","5","2","1","103","15","1","1"
"rt @los_bunkers: aún buscamos a gregorio madinagoitia y flia. profesor de música. lota album los_bunkers still search academician professor title_in_the_higher_education_in_the_Netherlands academic_degree profession position teacher teacher music_teacher auditory_communication music art entertainment acoustic_wave cod burbot taxon freshwater_fish","7","2","0","88","15","0","1"
"rt @_mmedina: @carolafuentes rt por favor. busco a la familia salgado mejÍas de la ciudad de talcahuano sector las salinas. al 92156982 benignity favor search social_group family clan person people settlement City settlement body occupational_group isosmotic_solution saline water phrase","11","1","0","136","23","0","1"
"se dice que hay una ruptura en la farfana por ende maipu padre hurtado y peñaflor estara sin agu utter say exist interruption abruption commune_of_Chile Maipú,_Chile parent father kinship take steal commune_of_Chile Peñaflor,_Chile City","6","2","1","97","20","0","1"
"rt @elisimone: en @ayudachile listado de tuiteros voluntarios para contactar familiares en distintos países #sebusca #terremotochile identify list military_personnel volunteer title communicate contact fauna familiar_spirit spirit entity discrete people nation country political_entity Political_division organization terminology Community_(Wales)","8","1","0","133","17","2","1"
"en talcahuano la armada se encargará de custodiar las calles #terremotochile #chile military navy military_service military_unit command burden protect preserve thoroughfare street architectural_structure state_highway South_American_country Chile nation country","5","2","1","84","12","2","1"
"rt @6topoder: sí tienes familia en chile a través de http://evaphone.com/ pueden realizar 2 llamadas voip gratis a chile hold social_group family clan person people capsicum cayenne_pepper spice taxon fruit Common_name vine angle inclination rotation be_able_to act perform neighbourhood Desfile_de_llamadas free_of_charge capsicum cayenne_pepper spice taxon fruit Common_name vine","7","3","0","122","22","0","1"
"@polloenconserva - en concepcion la gente de bien esta ocupando cintas rojas para diferenciarse de los ladrones. llamen a hacer lo mismo group people social_group good be live ribbon riband evolve differentiate outlaw thief label call execute","5","3","2","136","21","0","1"
"@tele13online para ayudar a los 40 hogares de ancianos de la fundación las rosas http://www.muevetechile.org  #terremotochile support aid niche fireplace device Bauteil_(Technik) oven Structure institution home nursing_care cohort aged charity philanthropic_foundation juridical_person nonprofit_organization market_economy close_corporation categorization institution Fundación_Las_Rosas","6","1","1","126","20","1","1"
"@hector_uc yo solo se que os mas afectados son del centro y sur de chile pero pues no se en que zona queden esos lugares just however comprise point midpoint Point_(geometry) region Zona_Sur South_American_country Chile nation country structure area name be remain point place entity","5","1","5","120","25","0","1"
"por si tienen un conocido en chile y buscan información o si quieren donar a unicef o direct relief...y si no es... http://bit.ly/9ptnhv hold relationship acquaintance event_(philosophy) Human_behavior capsicum cayenne_pepper spice taxon fruit Common_name vine search knowledge information concept identifier sequence want transfer give be","5","4","0","137","28","0","1"
"rt @eluniversal: los terremotos más devastadores en américa latina http://bit.ly/bonish #terremotochile geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography province_of_Italy Province_of_Latina","5","0","0","105","16","1","1"
"lo del aeropuerto de scl es un epic fail. transitando tanta gente la estructura no puede colapsar de esa menera. airfield aerodrome location place comprise go_across move_through group people social_group artifact structure Structure be_able_to change_integrity break_down","6","2","0","112","20","0","1"
"rt @carolafuentes: se cae el sistema interconectado central no hay luz de temuco a chilo come_about fall matter system physical_system electrical_energy Interconexión_eléctrica_de_Chile central be electromagnetic_radiation light actinic_radiation","5","1","2","88","15","0","1"
"4500 efectivos mas para conce ....lo dijo vidal..ojo no es sólo conce el problema son muchos lugares mas currency cash money however utter say sensory_receptor eye organ architectural_element Feature_(archaeology) comprise just difficulty problem entity obstacle Challenge_(TV_channel) comprise point place entity","4","3","1","105","20","0","1"
"la onemi dice que hay 147 muertos en chile... authority National_Office_of_Emergency_of_the_Interior_Ministry utter say exist dead slain South_American_country Chile nation country","3","1","0","45","9","0","1"
"@biobio dicen k van a coratar el agua en puente alto ? en el paradero 27 de av ? utter say move liquid water binary_compound material ingredient chemical_compound chemical_substance structure bridge Structure state_highway architectural_structure commune_of_Chile Puente_Alto smart location whereabouts","6","2","0","80","17","0","1"
"rt @leoprieto: estructura de estacionamiento se derrumbó en las conde artifact structure Structure maneuver parking peer earl human Royal_and_noble_ranks","4","2","1","70","10","0","1"
"@edo_arevalo cuerpo encontrado en llo lleo no corresponde a hijo de mi amigo edo mitjans favor retuitea esta info natural_object body object encounter commune Llo be jibe female_offspring daughter offspring kinship person friend national_capital Tokyo settlement financial_center capital prefecture_of_Japan provincial_capital benignity favor message info","8","2","0","113","19","0","1"
"@teletrece porfavor ayuda los vecinos en quilicura no dan mas... ayudenlos! Teletrece support aid person neighbour Mas_(Provençal_farmhouse)","4","1","0","75","11","0","1"
"rt @ktakn: familia carrera salgado se encuentra bien en talcahuan social_group family clan person people Spain Carrera_family family job vocation term occupier Philosophical_progress Municipalities_of_Brazil Salgado municipality acquire come_up good","4","1","1","65","10","0","1"
"rt @biobio: chiguayante: vecinos organizados y más tranquilos por presencia policia person dweller species organized quiet existence presence force police law_enforcement_agency civil_service organization","5","0","0","84","12","0","1"
"@ivanvalenzuela @copano urgente en constitución #apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad busca parientes en todo chile. pressing principle constitution law law Legal_transaction System calque appear period year unit_of_time time_standard alone settlement City settlement search relative kinsman South_American_country Chile nation country","5","5","1","140","24","1","1"
"@matiasrivade los 350 de constitución! principle constitution law law Legal_transaction System calque","1","1","0","39","6","0","1"
"rt @eluniversal: el terremoto de chile fue '50 veces más intenso que el de haití' http://bit.ly/akm0ds geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography South_American_country Chile nation country comprise instance time intense country Haiti nation island_nation","6","0","1","104","20","0","1"
