324727587509239809	network RT_(TV_network) television_station autonomous_non-commercial_organization channel perceive see info word noise bam painter Benjamin_West southwest northwest southeast northeast human painting noun adverb adjective come accost person friend close move health_facility hospital institution health_facility convey thank
417222975570849792	Pasay country Philippines island_nation nation
303853702492606464	network RT_(TV_network) television_station autonomous_non-commercial_organization channel canton Mira_Canton big opening hole asteroid meteor Earth astronomy star phenomenon optics body_of_water lake water stream United_States_cable_news CNN company channel
378195111080771584	return get programming_language New_(C++)
245585516974723072	economic_condition shakeout terminology character The_Hitchhiker's_Guide_to_the_Galaxy_(fictional) book handbook guide Literary_genre book activity training competence_(human_resources) skill being person causal_agency subjectivism subject softness disability combination softness disability combination way access condition need psychology motivation feeling want concept hypothesis philosophy desire marketing Something_(Beatles_song) useful lively schoolwork homework subculture
232865136677904386	microblogging Twitter Social_networking_service actually support aid support prove Efectividad alone name brand symbol Marketing_strategy particularly support aid being person causal_agency subjectivism subject
390007458111840256	network RT_(TV_network) television_station autonomous_non-commercial_organization channel atmosphere cyclone wind typhoon Cyclone_Phailin country India Asian_country nation Fact_sheet cyclone typhoon hurricane country China Asian_country nation authoritarianism permanent_member_of_the_United_Nations_Security_Council Geographical_feature terminology cyclone typhoon hurricane father Narfi Asian_country Vietnam nation country geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography country Philippines island_nation nation cyclone typhoon hurricane
331805412556931072	network RT_(TV_network) television_station autonomous_non-commercial_organization channel ethnic_group Rohingya Persian_people Asian_country Burma country nation City Palestine,_Arkansas geographic_area Kashmir state_or_territory_of_India cat Cat_breed governorate_of_Iraq Asian_country Iraq country nation country Afghanistan Asian_country landlocked_country Islamic_republic nation republic Nigeria African_country nation country Federal_republic Asian_country Bangladesh nation country
217817576137424897	location here Comics exist representation photograph work_of_art image combustion fire oxidation location outer_space space vacuum heavenly_body Void_(astronomy)
325008375190536193	so
369650571432570881	rank level settlement Alerta Cities_of_Japan mention raise stream river mammal_genus Aotus taxon
217795073671299072	fire conflagration fire event_(philosophy) conflagration wildfire event_(philosophy) fire woodland American_state Colorado U.S._state
329976243032313856	newspaper The_Sydney_Morning_Herald human Joe_(singer) Record_producer Singer-songwriter album Fresh_(Sly_and_the_Family_Stone_album) human Bangladesh_(record_producer) Grammy_Award
399413935637405696	cyclone typhoon hurricane typhoon Typhoon_Haiyan wait touch reach ground terrestrial_planet Earth planet Asian_country Vietnam nation country
295416901943828481	comprise greater
393449828254224384	network RT_(TV_network) television_station autonomous_non-commercial_organization channel month October Gregorian_calendar_month Ou_Nederlandse_maandname representation image Artifact_(error) independent_agency NASA Weltraumorganisation authority cognitive_content idea concept mental_process criterion graduated_table extent range property concept classification fire conflagration fire event_(philosophy) conflagration wildfire event_(philosophy) fire woodland island Picton,_Lennox_and_Nueva Australian_state New_South_Wales country Wales principality Constituent_country Countries_of_the_United_Kingdom Geographical_feature Atlantic_Ocean Irish_Sea Wales South_Wales Bristol_Channel country Australia nation Dominion Commonwealth_realm
239469148005101569	hot
295457192436441088	displace place attribute thing comprise intelligent bunkum bullshit word Expletive_attributive express_emotion laugh instance time
219635853058768898	arrive
398230244315779073	protection insurance principle risk_management stimulate
329889773256835072	market_economy capitalism economic_system Social_order episode Expuesto_(Lost) badass word Nexo_(gramática)
333914434441474050	displace place state death higher_cognitive_process search unfortunate victim descent collapse ammunition Armor-piercing_shot_and_shell military army military_service terminate complete
293925403238748161	City police town close about facility station service_station filling_station vehicle diesel_fuel fuel petroleum building work service good company Mobil
328079419409317888	mango Mangifera_indica fruit_tree taxon pledge guarantee condition safety nation person worker settle compensate unfortunate victim descent collapse structure building house technology architecture architectural_structure Structure construction Asian_country Bangladesh nation country communications_protocol HTTP Application_layer
396313543865552896	rise ascend move come airfield aerodrome location place album LAX_(album) month October Gregorian_calendar_month Ou_Nederlandse_maandname year 2013 common_year annum tropical_year ampere age anomalistic_year year metropolis Los_Angeles port_of_entry provincial_capital county_seat school City spiritual_being angel mythic_humanoid being spirit
244085172503461888	geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography
328646250209611776	settlement Charity,_Guyana Township_(Canada) exact call kingdom United_Kingdom island_nation Maritime_boundary parliamentary_monarchy country Commonwealth_realm Member_state_of_the_European_Union permanent_member_of_the_United_Nations_Security_Council nation comprise
302741528282034179	location part take_up ameliorate convalesce change damage meteoroid meteorite rock angle inclination rotation
217707215602192384	disease prognosis medical_diagnosis physician medicine science psychotherapy Historia_natural_de_la_enfermedad chiefly
409162664154128384	network RT_(TV_network) television_station autonomous_non-commercial_organization channel City Justin,_Texas comprise being person causal_agency subjectivism subject incredible concern earth execute terminology Posible support aid unfortunate victim cyclone typhoon hurricane typhoon Typhoon_Haiyan
325450542883151874	network RT_(TV_network) television_station autonomous_non-commercial_organization channel human Dzhojar_Tsarnáev owe take multiple convex_shape ball_(mathematics) topological_space solid Mathematical_object delivery fastball Pitch_(baseball) human Aroldis_Chapman pitcher last_name Chapman_(surname) social_control punishment justice Imposition
302401315684888576	network RT_(TV_network) television_station autonomous_non-commercial_organization channel water rain precipitation weather atmospheric_phenomenon meteor_shower heavenly_body Celestial_event meteoroid meteorite rock exist touch strike damage wound injury history Cientos stall shower_bath recording video analog_signal electronic_media technology representation photograph work_of_art image crazy
328976996275191810	awful profession journalism journalist mass_media communication writing profession newspaper detective research free_press gutter_press journalism sensationalist imagery vision however
297106476630155264	looking glance aid care social_group family clan person people after book brochure document document text document prose document advertising loser washout
396358880101281792	Update_(SQL) hurt injure expert shooter be_able_to comprise traveler passenger
215458431111405568	pictorial_representation photography photography Subcategory art science today fauna zoo facility tourist_attraction institution zoo Denver_Zoo state_capital Denver provincial_capital capital City national_capital Consolidated_city-county city_with_hundreds_of_thousands_of_inhabitants state_capital Denver provincial_capital capital City national_capital Consolidated_city-county city_with_hundreds_of_thousands_of_inhabitants state_capital Denver provincial_capital capital City national_capital Consolidated_city-county city_with_hundreds_of_thousands_of_inhabitants red
335456839430971392	displace impel accounting audit valuation Census-designated_place Fábrica_(Texas) street Wall_Street Financial_District newspaper The_Wall_Street_Journal company City Presse_écrite daily_newspaper magazine publication Scientific_literature nonfiction science
303324712694599680	network RT_(TV_network) television_station autonomous_non-commercial_organization channel letter So_(kana) kana last_name Guay transfer mail person pilot aircraft airman profession certification Indivíduo legal_entity travel hop representation photograph work_of_art image compartment stall communications_protocol HTTP Application_layer X-radiation computed_tomography Medical_imaging
295737736831324161	listing short_list candidate mobile_phone Contact_list Online_game identification Contact_(mathematics) definite_quantity number Mathematical_object reading browse create_verbally publish be_able_to lack want
329255124734181376	place stop covalent_bond chemical_bond atom attraction chemistry force phenomenon Intramolecular_force molecule Euclid's_Elements way road highway state_highway constructed_structure
295561328611958784	emotion hatred dislike acquire accept
337473259475959808	look sound like be execute stimulate instigate military_operation offensive causal_agency fate
331423059804307458	Asian_country Bangladesh nation country administrative_body authority organization room area force police law_enforcement_agency civil_service organization abstraction group objection protest
354250303505317891	infection vaccinia virus taxon shop boutique retail shop disposition_(harpsichord) storage_space cupboard locker capsule boll episode Flood_(The_Young_Ones) infection vaccinia virus taxon digraph Th_(digraph)
328815783998263296	network RT_(TV_network) television_station autonomous_non-commercial_organization channel republic Austria European_country nation country Rechtsstaat democracy Member_state_of_the_European_Union landlocked_country utter anxiety worry emotion image thought military_operation attack ethnic_group ethnic_minority adult woman female gender person sex female human journalism journalist author profession rock_band Death_(metal_band) band penal
307215881761611778	independent_agency NASA Weltraumorganisation authority asteroid meteor Earth astronomy star phenomenon optics Slavic_language Russian language natural_language language perceive see arrive
337971798626942976	network RT_(TV_network) television_station autonomous_non-commercial_organization channel move execute social_control governance policy political_organisation System institution Asian_country Bangladesh nation country nonprofit_organization Human_Rights_Watch NGO organization
246225727144472576	American_state Alaska U.S._state Geographical_feature Copper_Center,_Alaska Census-designated_place degree depth metric_linear_unit kilometre Unit_of_length Military_slang
398637658030620672	setup still laboratory necessitate work
243968554066640896	network RT_(TV_network) television_station autonomous_non-commercial_organization channel big geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography quit chirp tweet overload
296687998337159169	network RT_(TV_network) television_station autonomous_non-commercial_organization channel politician mayor civil_authority official statesman position public_official officer open support aid municipality inhabitant person society affected period forenoon time info word
379763814331203585	offspring child cohort human catch trap geological_phenomenon flood hydrology rain natural_disaster river water phenomenon deadly be bring conduct aircraft airplane heavier-than-air_craft fixed-wing_aircraft condition safety nation after unit_of_time day International_System_of_Units drug-addicted
302455015363207168	network RT_(TV_network) television_station autonomous_non-commercial_organization channel attribute thing learn asteroid meteor Earth astronomy star phenomenon optics this_morning tomorrow comprise comprise almost impossible surprise amaze Slavic_language Russian language natural_language language
245830258786451456	Geological_survey United_States_Geological_Survey authority settlement Alerta Cities_of_Japan Megaregions_of_the_United_States Southern_California area American_state California Los_Angeles U.S._state Southern_Pacific_Transportation_Company Chicago,_Rock_Island_and_Pacific_Railroad Pennsylvania_Railroad month September Gregorian_calendar_month Ou_Nederlandse_maandname leap_year 2012 year tropical_year annum ampere age anomalistic_year year time Greenwich_Mean_Time time_standard time_zone System scale disaster tsunami wave natural_disaster
379375786681049089	posture gracefulness emotion love stock_character good trade_barrier embargo better feeling desire request prayer invocation
390875825840455680	network RT_(TV_network) television_station autonomous_non-commercial_organization channel country Australia nation Dominion Commonwealth_realm President_of_the_United_States George_W._Bush businessman human politician island Picton,_Lennox_and_Nueva Australian_state New_South_Wales country Wales principality Constituent_country Countries_of_the_United_Kingdom Geographical_feature Atlantic_Ocean Irish_Sea Wales South_Wales Bristol_Channel
396338890035826688	person suspect litigant party vessel monstrance container Benediction_of_the_Blessed_Sacrament after combat shootout combat word airfield aerodrome location place international_airport Los_Angeles_International_Airport aerodrome metropolis Los_Angeles port_of_entry provincial_capital county_seat school City metropolis Los_Angeles port_of_entry provincial_capital county_seat school City unfortunate victim
348852645265547266	resin frankincense gum comprise commune Vendes water ice crystal oxide_mineral chemical_compound solid
211884082991333376	album Enorme fire conflagration fire event_(philosophy) conflagration wildfire event_(philosophy) fire woodland here American_state Colorado U.S._state elevation mountain Geographical_feature geography landform terrain Begriff_(Philosophie)
334903447159717888	change updating being person causal_agency subjectivism subject dead Asian_country Bangladesh nation country atmosphere cyclone wind move fall weather wind atmosphere Earth climate nature motion flow rapper syllable ultima change updating here communications_protocol HTTP Application_layer
397684980589289472	shooter marksman conceal obscure instrument weapon device tool month November Gregorian_calendar_month Ou_Nederlandse_maandname year 2013 common_year annum tropical_year ampere age anomalistic_year year A.M.
324960438460747776	intend comprise settlement City settlement bunkum bullshit word Expletive_attributive villain rogue recess spring_break dance break_dance street_dance want leave go
405359680320335873	electric
379971549811712000	higher_cognitive_process thought mental_process request prayer invocation geological_phenomenon flood hydrology rain natural_disaster river water phenomenon river Colorado
389290542527680512	network RT_(TV_network) television_station autonomous_non-commercial_organization channel fire conflagration fire event_(philosophy) country Australia nation Dominion Commonwealth_realm exist destroy burn period year unit_of_time time_standard orbit_period interesting
302493380649299968	network RT_(TV_network) television_station autonomous_non-commercial_organization channel spiritual_being God deity god_(male_deity) get_rid_of discard least national_capital Washington City city_with_hundreds_of_thousands_of_inhabitants federal_district capital provincial_capital federal_district D.C. mark milestone small_monument
406819012883251200	being person causal_agency subjectivism subject support change death biology faith being property process_(computing) event_(philosophy) philosophy misadventure accident event_(philosophy) heavier-than-air_craft helicopter aircraft aerodyne rotary_wing
295695969964658688	group people social_group Australian_state Queensland mention remember acquire accept levy tax Tribute law finance back give pay latter geological_phenomenon flood hydrology rain natural_disaster river water phenomenon atmospheric_phenomenon storm event_(philosophy) U.S._state assure pledge
397528440766599168	coming_together visit metropolis Los_Angeles port_of_entry provincial_capital county_seat school City metropolis Los_Angeles port_of_entry provincial_capital county_seat school City single_(music) Solo_(Iyaz_song) song weekday Monday day_of_the_week month December Gregorian_calendar_month Ou_Nederlandse_maandname Borough_(New_Jersey) Deal,_New_Jersey album LAX_(album)
379831913021984768	aircraft drone heavier-than-air_craft Radio-controlled_model Model_aircraft honor drink helpfulness avail geological_phenomenon flood hydrology rain natural_disaster river water phenomenon river Colorado alter get gaga aircraft drone heavier-than-air_craft Radio-controlled_model Model_aircraft intelligence reconnaissance military_unit Military_terminology geological_phenomenon flood hydrology rain natural_disaster river water phenomenon
406783126414053376	day today newspaper Hoy_(Extremadura) comprise unit_of_time day International_System_of_Units sad higher_cognitive_process thought mental_process tragical psychological_feature event last_night
333033471234695170	taxon Sar clade surface finish comprise converse interview location here Comics create build recovery rescue
248484548575363074	geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography unit_of_time hour unit Greenwich_Mean_Time coordinated_universal_time time_zone time_standard location part Asian_country Japan nation country island_nation degree depth metric_linear_unit kilometre Unit_of_length Military_slang
243367724196192256	geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography shore coast landform area country Costa_Rica Central_American_country Atlantic_Ocean nation Panama Caribbean_Sea financial_condition wealth economic_system capital economics information terminology perception property magnitude mathematics algorithm HITS_algorithm shore coast landform area country Costa_Rica Central_American_country Atlantic_Ocean nation Panama Caribbean_Sea financial_condition wealth economic_system capital economics information terminology perception
295761644376694784	think ponder ponder wonder category kind activity work
403483001910489088	Geographical_feature Sardinia Village_(United_States)
243975688581959681	City Beverly,_Massachusetts City Beverly_Hills being person causal_agency subjectivism subject
243361697002299392	big excessively big be relation part tensor geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography forepart forefront shore coast landform area shore coast landform area country Costa_Rica Central_American_country Atlantic_Ocean nation Panama Caribbean_Sea financial_condition wealth economic_system capital economics information terminology perception month September Gregorian_calendar_month Ou_Nederlandse_maandname A.M.
243969170620944384	imprimatur OK word abbreviation acronym interjection slang state nonbeing comprise divine
295612754973323264	work service good telephonic disunite cut City Rockhampton Local_government_area City Cairns explosive_unit kiloton unit_of_energy method_(computer_programming) City Mount_Isa City Townsville protection hedge Position_(finance) transfer download region area physical_quantity definite_integral quantity
246582146511290368	continent North_America million republic United_States North_American_country nation country permanent_member_of_the_United_Nations_Security_Council constitutional_republic album Unidos American_state California Los_Angeles U.S._state Southern_Pacific_Transportation_Company Chicago,_Rock_Island_and_Pacific_Railroad Pennsylvania_Railroad document report work work geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography day date given_name Tim
243970470838407168	album Dammit! comprise think comprise person neighbour linear_measure foot Unit_of_length British_Imperial_System dimension height distance length measurement move return building house home Structure residential_building comprise geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography
390976178766376962	beguiler dissembler disease deception disingenuousness deceitfulness unit_of_time day International_System_of_Units function color green grass spectral_color primary_color jade
331998086299795456	force police law_enforcement_agency civil_service organization fascist automobile station_wagon Car_body_style unfortunate victim request prayer invocation sepulchral Asian_country Bangladesh nation country
324736118715195392	psychological_feature event magazine Semana request prayer invocation move unfortunate victim social_group family clan person people state_capital Boston city_with_hundreds_of_thousands_of_inhabitants City World's_largest_cities capital
396401091551584256	acknowledgment receipt acknowledgement hoi_polloi following metric Ken_(architecture) unit dog chow_chow spitz Dog_breed authority Transportation_Security_Administration
392942845960925184	informing warning crisis emergency fire conflagration fire event_(philosophy) body_of_water lake water stream point midpoint Point_(geometry) now open
244694156071550976	land island landform location place Geographical_feature composition island Kuril_Islands archipelago island Kuril_Islands archipelago
391471211487563776	apartment_building tenement house house tendon residential_building surprise amaze abort miscarry organic_phenomenon life body object property characteristic
337202789753167873	leader tribal_chief ruler Supreme_leader investigation research Process_(science) scientific_method work_of_art official descent collapse industrial_plant factory building business Industrial_architecture Asian_country Bangladesh nation country utter say ownership property_right object entity structure building house technology architecture architectural_structure Structure construction be condition guilt plea nation main
399032174260649984	atmospheric_phenomenon storm event_(philosophy) U.S._state country Philippines island_nation nation measure point comprise cyclone typhoon hurricane strong
295704362779549696	cheer comprise point first acronym mnemonic period month unit_of_time now deliver save beautiful person dweller species
302408869613826048	looking glance broadcasting television Mediu_(arte_și_cultură) data-storage_medium taxon camera reprimand lecture Slavic_language Russian language natural_language language utter say character Buddy_(Looney_Tunes) Stunning
346987929039675392	network RT_(TV_network) television_station autonomous_non-commercial_organization channel website Facebook Social_networking_service corporation
332843494433505283	document report work work utter say be_able_to exist encounter Sobrevivientes scrap debris Garbage_(band) unit_of_time day International_System_of_Units after descent collapse structure building house technology architecture architectural_structure Structure construction ammunition Armor-piercing_shot_and_shell
295742388343828480	educational_institution college direct operate survival custom practice educational_institution school building institution begin weekday Wednesday day_of_the_week
295854887948926976	song Gente certainly
214164312175026177	fire conflagration fire event_(philosophy) conflagration wildfire event_(philosophy) fire woodland destructive American_state Colorado U.S._state turn burn niche fireplace device Bauteil_(Technik) oven Structure trouble misfortune
397077649568190464	person suspect litigant party shot gunshot utter say act just
398062564447232000	refund discount measure
399708614824574976	internal_organ heart organ terminology request prayer invocation be attend kill sacrifice God object cyclone typhoon hurricane country Philippines island_nation nation
380876428964671489	definite_quantity number Mathematical_object Body_count dead slain geological_phenomenon flood hydrology rain natural_disaster river water phenomenon digit decimal_digit symbol dead slain geological_phenomenon flood hydrology rain natural_disaster river water phenomenon historical concern affect period week unit_of_time assign promote officialdom civil_service occupation person state-supported
324017340826144769	song Gente remove dismiss turn relax marathoner marathon footrace racing marathon Boston_Marathon state_capital Boston city_with_hundreds_of_thousands_of_inhabitants City World's_largest_cities capital being person causal_agency subjectivism subject hurt injure human Justin_Bieber Singer-songwriter ingest smoke cannabis cannabis drug soft_drug controlled_substance Drug_harmfulness psychoactive_drug so divine bunkum bullshit word Expletive_attributive
243364184228757504	network RT_(TV_network) television_station autonomous_non-commercial_organization channel publication magazine press periodical geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography close about shore coast landform area shore coast landform area country Costa_Rica Central_American_country Atlantic_Ocean nation Panama Caribbean_Sea financial_condition wealth economic_system capital economics information terminology perception disaster tsunami wave natural_disaster loop for_loop command republic Mexico North_American_country nation country North_America Americas South_America land Earth Atlantic_Ocean Supercontinent New_World region continent Western_Hemisphere terminology joint-stock_company S.A._(corporation)
390487521400205312	black elephant African_elephant taxon see alone come_about African_country South_Africa nation country less hostility violence
392051057259323392	change updating open trade_barrier embargo driver automobilist propose urge prevent avert travel journey essential angle inclination rotation
389941297169321985	least being person causal_agency subjectivism subject dead after geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography point midpoint Point_(geometry) country Philippines island_nation nation
275898683109801984	cyclone typhoon hurricane Typhoon_Bopha Typhoon_Bopha country Philippines island_nation nation knock-down cyclone typhoon hurricane play beat country Philippines island_nation nation start command Tr_(Unix)
399714906313732096	broadcasting television Mediu_(arte_și_cultură) data-storage_medium disunite cut Serial_(radio_and_television) Aftermath_(TV_series) television_program
296245897732444160	network RT_(TV_network) television_station autonomous_non-commercial_organization channel Attack_(computing) denial-of-service_attack attempt poultry chicken taxon poultry suburb Seven_Hills,_New_South_Wales state_capital Brisbane city_with_millions_of_inhabitants City provincial_capital angle inclination rotation network RT_(TV_network) television_station autonomous_non-commercial_organization channel
398733984433061888	cyclone typhoon hurricane massive country Philippines island_nation nation operation minus_sign sign mathematical_notation cyclone typhoon hurricane powerful period year unit_of_time time_standard propose advance
266257366536839168	network RT_(TV_network) television_station autonomous_non-commercial_organization channel Municipalities_of_Spain triste municipality locality info news broadcasting communication Central_American_country Guatemala Atlantic_Ocean nation Belize El_Salvador country Caribbean less dead slain perhaps big geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography period forenoon time
212189675786477569	fire conflagration fire event_(philosophy) conflagration wildfire event_(philosophy) fire woodland American_state Colorado U.S._state City Park,_Kansas episode Fire_(The_X-Files) part county administrative_territorial_entity_of_England area Larimer_County,_Colorado now turn burn area_unit acre British_Imperial_System unit_of_area unit
328367878476795905	definite_quantity number Mathematical_object Body_count body cadaver death human_anatomy guitar body human_body descent collapse creating_from_raw_materials construction event_(probability_theory) group_event communicate come_across
233149791499079680	network RT_(TV_network) television_station autonomous_non-commercial_organization channel pass dryness drought period bowelless geological_phenomenon flood hydrology rain natural_disaster river water phenomenon here precipitation snow continent Africa geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography dissimilar thing part set power_set subset
244445316399656962	Asian_country Japan nation country island_nation praise promote creating_by_mental_acts design abstract_object coinage coin collectable legal_tender commemorate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster tsunami wave natural_disaster Regions_del_Japó Tōhoku_region Asian_country Japan nation country island_nation
247030681203535872	geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography ratio order_of_magnitude number Level_of_measurement location part object-oriented_programming_language Java programming_language interview podcast
353613205479751682	network RT_(TV_network) television_station autonomous_non-commercial_organization channel misadventure derailment accident public_transport train guided_transport train_composition means_of_transport fossil_fuel petroleum oil Flammable_liquid fossil_fuel petroleum oil Flammable_liquid rile harass Emergency_evacuation massive North_American_country Canada nation Maritime_boundary Dominion Commonwealth_realm country
396342631359606784	empty evacuate after lawman police_officer profession civil_servant employee authority Transportation_Security_Administration person suspect litigant party comprise kill slay angle inclination rotation
302868947018055680	film Meteor_(TV_miniseries) Miniseries aggregation data information value discourse detail contact impact event_(philosophy) force shock asteroid meteor Earth astronomy star phenomenon optics Slavic_language Russian language natural_language language act wait
380612896641671168	person friend abandon waive chicken biddy domesticated_animal dog Canis canid mammal fauna Canidae gray_wolf Brazil taxon Trinomial_nomenclature building house home Structure residential_building destroy
329175680438923264	destroy demolish attribute property abstraction abstract_object businessman owner structure building house technology architecture architectural_structure Structure construction change break ammunition Armor-piercing_shot_and_shell tribunal court institution organ tribunal superior_court court superior articulate ask
406691514447052800	network RT_(TV_network) television_station autonomous_non-commercial_organization channel greeting good_morning farewell unit_of_time day International_System_of_Units info word dangerous period night misadventure accident event_(philosophy) heavier-than-air_craft helicopter aircraft aerodyne rotary_wing point midpoint Point_(geometry) center city_center heart settlement City settlement port Glasgow metropolis City United_Kingdom create work info word
302427479753252865	South_American_country Chile nation country recording video analog_signal electronic_media technology convex_shape ball_(mathematics) topological_space solid Mathematical_object happening fire meteoroid meteorite rock go_across traverse atmosphere sky astronomy coming_together visit
243369246757904385	network RT_(TV_network) television_station autonomous_non-commercial_organization channel radio_station Radio_Riquelme division Reuters company news_agency war_room Pacific_Tsunami_Warning_Center disaster tsunami wave natural_disaster suggest advert location part coastal ocean Pacific_Ocean Earth geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography shore coast landform area country Costa_Rica Central_American_country Atlantic_Ocean nation Panama Caribbean_Sea financial_condition wealth economic_system capital economics information terminology perception
327405944197763073	industrial_plant factory building business Industrial_architecture Asian_country Bangladesh nation country background wave_off unit_of_time day International_System_of_Units commercial_document purchase_order document removal emptying descent collapse angle inclination rotation
295751980717051904	person worker crisis emergency military_personnel volunteer title dog-tired want care heal recuperate quality power concept hold publication book work collectable medium set
246283340095827968	geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography album 3.0_(Marc_Anthony_album) location part ship harbor port tanker commonwealth Puerto_Rico Unincorporated_territories_of_the_United_States Territory_(country_subdivision) given_name Rico_(name) last_name name Geological_survey United_States_Geological_Survey authority
396411698938011649	info news broadcasting communication syllable ultima unit_of_time hour unit damage wound injury dead slain causal_agency agent authority Transportation_Security_Administration shooter marksman confusion chaos recording video analog_signal electronic_media technology film_maker Ken_Russell film_director animated_cartoon feature_film human film
328288404783640576	mathematics measure_(mathematics) analysis function concept term digit decimal_digit symbol dead slain Asian_country Bangladesh nation country dominate descent collapse industrial_plant factory building business Industrial_architecture marketing retail trade industry salesperson business technology electrical_engineering new safety_standard condition safety nation
302535617290588161	catch_up come_back month November Gregorian_calendar_month Ou_Nederlandse_maandname leap_year 2012 year tropical_year annum ampere age anomalistic_year year so hence asteroid meteor Earth astronomy star phenomenon optics Slavic_language Russian language natural_language language still exist hit smash exist actuality reality nation athletics racing competition political human Mitt_Romney politician businessman Romney
