@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"#terremoto,altra scossa di assestamento,che ansia non si dorme più! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock tremor aftershock earthquake science Assestamento_forestale mental_condition anxiety emotion rest kip more Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Aftershock http://dbpedia.org/resource/Category:Types_of_earthquake http://dbpedia.org/resource/Aftershock http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Aftershock http://dbpedia.org/resource/Anxiety Anxiety http://dbpedia.org/resource/Category:Mental_states_in_Csikszentmihalyi's_flow_model http://dbpedia.org/resource/Category:Emotions http://dbpedia.org/resource/Category:Anxiety http://dbpedia.org/resource/Anxiety","3","2","2","68","11","1","1"
"fb Vanessa Fabbri mamma mia cosa è stato questa notte... terremoto pazzesco alle 4 del mattino a Roma, più inc.. http://tinyurl.com/cx4xq7 maker ironworker mother mammy single_(music) Mamma_Mia_(song) song stuff gizmo word candy_bar comic_book hold_out stand period night geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography period forenoon time http://dbpedia.org/resource/Category:Metalworking_cutting_tools http://dbpedia.org/resource/Category:Fabrication_(metal) http://dbpedia.org/resource/Ironworker_(machine) Ironworker_(machine) http://dbpedia.org/ontology/FictionalCharacter http://dbpedia.org/resource/Ironworker_(machine) http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Irish_Singles_Chart_number-one_singles http://dbpedia.org/resource/Category:Epic_Records_singles Mamma_Mia_(song) http://dbpedia.org/resource/Category:Number-one_singles_in_Australia http://dbpedia.org/resource/Category:Number-one_singles_in_Germany http://dbpedia.org/resource/Category:Songs_written_by_Benny_Andersson_and_Björn_Ulvaeus http://dbpedia.org/resource/Category:1975_singles http://schema.org/CreativeWork http://dbpedia.org/resource/Category:RCA_Records_singles http://dbpedia.org/resource/Category:Number-one_singles_in_Switzerland http://dbpedia.org/resource/Category:1975_songs http://dbpedia.org/resource/Mamma_Mia_(song) http://dbpedia.org/resource/Category:Polydor_Records_singles http://dbpedia.org/resource/Category:A-Teens_songs http://dbpedia.org/resource/Category:ABBA_songs http://dbpedia.org/resource/Category:Polar_Music_singles http://dbpedia.org/resource/Category:1999_singles http://dbpedia.org/resource/Category:1976_singles http://dbpedia.org/resource/Category:Number-one_singles_in_Sweden http://dbpedia.org/ontology/Single http://dbpedia.org/resource/Category:UK_Singles_Chart_number-one_singles http://dbpedia.org/ontology/Work http://dbpedia.org/resource/Category:Atlantic_Records_singles http://dbpedia.org/resource/Mamma_Mia_(song) http://dbpedia.org/resource/Category:1986_comics_debuts http://dbpedia.org/resource/Category:Mirage_Studios_titles http://dbpedia.org/resource/Category:Teenage_Mutant_Ninja_Turtles_guest_characters http://dbpedia.org/resource/Category:Fictional_robots http://dbpedia.org/resource/Gizmo_(Mirage_Studios) Gizmo_(Mirage_Studios) http://dbpedia.org/resource/Category:Comics_characters_introduced_in_1986 http://dbpedia.org/ontology/Film http://dbpedia.org/resource/Gizmo_(Mirage_Studios) http://dbpedia.org/resource/Night Night http://dbpedia.org/resource/Category:Time_in_astronomy http://dbpedia.org/resource/Category:Night http://dbpedia.org/ontology/Country http://dbpedia.org/resource/Category:Parts_of_a_day http://dbpedia.org/resource/Night Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Morning http://dbpedia.org/resource/Category:Time_in_astronomy Morning http://dbpedia.org/resource/Category:Morning http://dbpedia.org/ontology/Country http://dbpedia.org/resource/Category:Parts_of_a_day http://dbpedia.org/resource/Morning","9","3","0","140","23","0","1"
"Voglio dormireeee bastaaaaa #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","0","2","0","38","4","1","1"
"Ancora scossa !!!!! Milanoooo reflex shock ","1","1","0","29","3","0","1"
"Altra scossa di #terremoto a #Pavia più leggera della precedente reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography more light Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","2","0","65","10","2","1"
"Va in culo terremoto,lasciami dormire!! ethnic_group Va_people human_body buttocks body_part anatomy mammal primate vertebrate man Scientific_terminology 2 System body geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography rest kip http://dbpedia.org/resource/Category:Wa_people Wa_people http://dbpedia.org/resource/Category:Headhunting http://dbpedia.org/resource/Wa_people http://dbpedia.org/ontology/EthnicGroup http://dbpedia.org/ontology/Band http://dbpedia.org/resource/Category:Ethnic_groups_officially_recognized_by_China http://dbpedia.org/resource/Category:Tourism_in_Yunnan http://dbpedia.org/resource/Wa_people Buttocks http://dbpedia.org/resource/Buttocks http://dbpedia.org/resource/Category:Lower_limb_anatomy http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/resource/Category:Human_sexuality http://dbpedia.org/resource/Category:Human_surface_anatomy http://dbpedia.org/resource/Category:Buttocks http://dbpedia.org/resource/Category:Pelvis http://dbpedia.org/resource/Buttocks Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","1","0","39","6","0","1"
"RT@paperoga159:TERREMOTO: Cercasi sangue RH - [negativo], rivolgersi Avis della propria città http://tinyurl.com/d3eg4v geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography body_fluid blood macaque rhesus_monkey taxon monkey negative settlement City settlement Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Category:Hematology http://dbpedia.org/resource/Category:Blood http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/resource/Category:Tissues_(biology) http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Blood Blood http://dbpedia.org/resource/Blood http://dbpedia.org/resource/Category:Mammals_of_Bangladesh http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/resource/Category:Mammals_of_Thailand http://dbpedia.org/resource/Category:Cercopithecine_monkeys http://dbpedia.org/resource/Category:Fauna_of_South_Asia http://dbpedia.org/resource/Category:Mammals_of_Hong_Kong http://dbpedia.org/resource/Category:Urban_animals http://dbpedia.org/resource/Category:Mammals_of_Laos http://dbpedia.org/ontology/Mammal http://dbpedia.org/resource/Category:Mammals_of_Pakistan http://dbpedia.org/resource/Category:Mammals_of_Burma http://dbpedia.org/resource/Category:Animals_described_in_1780 Rhesus_macaque http://dbpedia.org/resource/Rhesus_macaque http://dbpedia.org/resource/Category:Mammals_of_India http://dbpedia.org/resource/Category:Mammals_of_China http://dbpedia.org/resource/Category:Mammals_of_Afghanistan http://dbpedia.org/resource/Category:Mammals_of_the_United_States http://dbpedia.org/resource/Category:Mammals_of_Bhutan http://dbpedia.org/resource/Category:Space-flown_life http://dbpedia.org/resource/Category:Mammals_of_Nepal http://dbpedia.org/resource/Category:Mammals_of_North_America http://dbpedia.org/ontology/Species http://dbpedia.org/resource/Category:Mammals_of_Vietnam http://dbpedia.org/resource/Category:Vertebrate_animal_models http://dbpedia.org/resource/Category:Primates_of_Asia http://dbpedia.org/ontology/Animal http://dbpedia.org/resource/Category:Wildlife_of_Yunnan http://dbpedia.org/resource/Rhesus_macaque http://dbpedia.org/resource/Category:City http://dbpedia.org/resource/Category:Types_of_country_subdivisions http://dbpedia.org/resource/Category:Types_of_populated_places http://dbpedia.org/resource/Category:Cities http://dbpedia.org/resource/City http://dbpedia.org/resource/Category:Populated_places_by_type City http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/City","5","2","0","120","16","0","1"
"#terremoto forte e chiaro (e lungo!) anche a #bologna ma nessun danno...giusto? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography strong clear metropolis Bologna comune College_town City change damage concept Righteousness Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Bologna http://dbpedia.org/ontology/City http://dbpedia.org/resource/Category:Cities_and_towns_in_Emilia-Romagna http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Bologna http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Bologna http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Papal_States http://dbpedia.org/resource/Category:530s_BC_in_Europe http://dbpedia.org/resource/Category:6th-century_BC_establishments_in_Europe http://dbpedia.org/resource/Category:Roman_sites_of_Emilia-Romagna http://dbpedia.org/resource/Category:Boii http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Category:University_towns_in_Italy http://dbpedia.org/resource/Bologna Righteousness http://dbpedia.org/resource/Category:Religious_terminology http://dbpedia.org/resource/Category:Attributes_of_God_in_Christian_theology http://dbpedia.org/resource/Category:Religious_ethics http://dbpedia.org/resource/Righteousness http://dbpedia.org/resource/Category:Concepts_in_ethics http://dbpedia.org/resource/Righteousness","2","1","0","79","13","2","1"
"Ha tremato pure Pavia.. #terremoto tremble shiver either geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","2","0","34","5","1","1"
"#terremoto a Roma. Io sono al quinto piano, mi ha buttato giù dal letto. Mai sentito così forte! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography national_capital Rome City capital provincial_capital comune Bible I_am_(biblical_term) structure storey building impel throw down furniture bed bedroom_furniture perceive hear so strong Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Category:Holy_cities http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:World_Heritage_Sites_in_Italy http://dbpedia.org/resource/Category:Catholic_pilgrimage_sites http://dbpedia.org/resource/Category:Ancient_city_of_Rome http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Rome Rome http://dbpedia.org/resource/Category:Capitals_in_Europe http://dbpedia.org/resource/Category:New_Testament_cities http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/resource/Category:Populated_places_established_in_the_8th_century_BC http://dbpedia.org/resource/Rome http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Category:University_towns_in_Italy http://dbpedia.org/resource/Rome http://dbpedia.org/resource/I_am_(biblical_term) I_am_(biblical_term) http://dbpedia.org/resource/Category:Christian_terminology http://dbpedia.org/resource/I_am_(biblical_term) Storey http://dbpedia.org/resource/Category:Building http://dbpedia.org/resource/Category:Identifiers http://dbpedia.org/resource/Storey http://dbpedia.org/resource/Category:Floors http://dbpedia.org/resource/Storey Bed http://dbpedia.org/resource/Category:Sleep http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Category:Beds http://dbpedia.org/resource/Bed http://dbpedia.org/resource/Category:Mattresses http://dbpedia.org/resource/Category:Human_sexuality http://dbpedia.org/resource/Bed","2","5","2","98","18","1","1"
"Di nuovo #terremoto ma stanotte non si dorme? new geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography rest kip Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","1","1","45","8","1","1"
"c'è qualcuno nella rete che sta raccogliendo fondi per il terremoto ? scheme network hold_out stand collect face underside geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","2","2","70","11","0","1"
"aspettando che  l'INGV metta almeno qualche info su queste scosse di #terremoto act wait geophysics Istituto_Nazionale_di_Geofisica_e_Vulcanologia alter get at_any_rate message info move_back_and_forth rock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","3","0","79","13","1","1"
"@LiaCapizzi altra scossa a #modena #terremoto reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","2","0","45","6","2","1"
"i danni del terremoto sono stati ridotti del 20% grazie al piano casa non ancora in vigore... http://ff.im/1YdRU change damage geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography beauty cuteness structure storey building building house home Structure residential_building not_yet force energy Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Storey http://dbpedia.org/resource/Category:Building http://dbpedia.org/resource/Category:Identifiers http://dbpedia.org/resource/Storey http://dbpedia.org/resource/Category:Floors http://dbpedia.org/resource/Storey http://dbpedia.org/ontology/Building http://dbpedia.org/resource/Category:Houses http://dbpedia.org/resource/Category:Home http://dbpedia.org/resource/House House http://dbpedia.org/resource/Category:Structural_system http://dbpedia.org/resource/Category:Housing http://dbpedia.org/resource/House","5","2","0","112","21","0","1"
"#terremoto ricomincia geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography commence recommence Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","0","2","0","21","2","1","1"
"@Miti_Vigliero: #AlluvioneGenova, la Procura indaga per disastro colposo http://t.co/jZ2ofFhzRr legal_instrument power_of_attorney condition analyze investigate misfortune disaster event_(philosophy) risk http://dbpedia.org/resource/Category:Medical_law http://dbpedia.org/resource/Category:Common_law http://dbpedia.org/resource/Category:Legal_terminology http://dbpedia.org/resource/Power_of_attorney Power_of_attorney http://dbpedia.org/resource/Power_of_attorney http://dbpedia.org/ontology/Disease http://dbpedia.org/resource/Disaster Disaster http://dbpedia.org/resource/Category:Disasters http://dbpedia.org/resource/Disaster","5","2","0","97","12","1","1"
"Buongiorno! Ho appena saputo del terremoto, ci sono stati tanti danni? greeting good_morning farewell barely learn geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography change damage Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","2","1","70","11","0","1"
"Ah,non é successo niente agli italiani?Cioé il terremoto non ha recato danni vero? be geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography create cause change damage existent Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","2","1","84","14","0","1"
"☹ RT @fede_panicucci: Ancora una scossa!! reflex shock ","2","1","0","43","5","0","1"
"mi si chiudono gli occhi ma ho paura che mi crolli in testa il tetto #terremoto close sensory_receptor eye organ architectural_element Feature_(archaeology) emotion fear mass_wasting Slump_(geology) external_body_part head Mereology protection roof building architecture Structure house perceptible_object cover_version geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Eye http://dbpedia.org/resource/Category:Eye http://dbpedia.org/resource/Eye http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/resource/Category:Sensory_organs http://dbpedia.org/resource/Category:Visual_system http://dbpedia.org/resource/Eye Fear http://dbpedia.org/resource/Category:Fear http://dbpedia.org/resource/Fear http://dbpedia.org/resource/Category:Emotions http://dbpedia.org/resource/Fear Slump_(geology) http://dbpedia.org/resource/Category:Geomorphology http://dbpedia.org/resource/Category:Soil http://dbpedia.org/resource/Slump_(geology) http://dbpedia.org/resource/Slump_(geology) Head http://dbpedia.org/resource/Category:Head http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/resource/Head http://dbpedia.org/resource/Head Roof http://dbpedia.org/resource/Category:Structural_engineering http://dbpedia.org/resource/Roof http://dbpedia.org/resource/Category:Structural_system http://dbpedia.org/resource/Category:Roofs http://dbpedia.org/resource/Roof Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","4","4","79","16","1","1"
"Ma i danni a Finale sono confermati? #terremoto change damage quality ultimate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","2","0","47","8","1","1"
"Per favore, mi dite epicentro e potenza di quello delle 4 e qualcosa? #terremoto utter say geographic_point epicenter power electric_power physical_quantity rate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Geometric_centers http://dbpedia.org/ontology/Place Epicenter http://dbpedia.org/resource/Epicenter http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Epicenter http://dbpedia.org/resource/Category:Electric_power http://dbpedia.org/resource/Electric_power Electric_power http://dbpedia.org/ontology/Ship http://dbpedia.org/resource/Category:Electromagnetism http://dbpedia.org/resource/Electric_power Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","2","3","80","14","1","1"
"Di @Mario_DiMatteo #AlluvioneGenova , #Gabrielli: “Non abbiamo mezzi, lo Stato è impotente http://t.co/Pq5Z0oQ5py instrumentality medium tool entity computer_memory channel powerless http://dbpedia.org/resource/Media_(communication) Media_(communication) http://dbpedia.org/resource/Category:Communication http://dbpedia.org/resource/Media_(communication)","4","4","0","116","14","2","1"
"#terremoto altra scossa grossa, ma tante piccole ancora geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock coarse little Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","1","0","55","8","1","1"
"RaiNews24 - Per chi vuole aiutare, avviso della Protezione civile http://bit.ly/ai04u #terremoto want support announcement notice activity protection protection civil_defense special_field elbow_grease civilian geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Emergency_management Civil_defense http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Civil_defense http://dbpedia.org/resource/Category:Civil_defense http://dbpedia.org/resource/Civil_defense Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","4","1","96","14","1","1"
"Ancora.. li mortacci tua # terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","0","2","1","36","5","1","1"
"Ancora assestamento avvertito vicino Milano #terremoto science Assestamento_forestale inform warn close metropolis Milan City Chef-lieu comune municipality album Terremoto http://dbpedia.org/resource/Category:Communes_of_the_Province_of_Milan http://dbpedia.org/resource/Category:Cities_and_towns_in_Lombardy http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Category:Milan http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Visitor_attractions_in_Milan http://dbpedia.org/resource/Milan Milan http://dbpedia.org/resource/Category:1st-millennium_BC_establishments_in_Italy http://dbpedia.org/resource/Category:Former_capitals_of_Italy http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/resource/Category:Populated_places_established_in_the_1st_millennium_BC http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Category:University_towns_in_Italy http://dbpedia.org/resource/Milan http://dbpedia.org/resource/Category:Italian-language_albums http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Terremoto http://dbpedia.org/resource/Category:1993_albums http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/Work Terremoto http://dbpedia.org/resource/Category:Litfiba_albums http://schema.org/CreativeWork http://schema.org/MusicAlbum http://dbpedia.org/resource/Terremoto","2","2","0","54","6","1","1"
"Forte #terremoto a Genova. Fino a adesso si può sentire un po i tremori. defence fort geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography now be_able_to perceive hear quiver tremor symptom muscle_contraction Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Tremor http://dbpedia.org/resource/Category:Symptoms_and_signs:_Nervous_system http://dbpedia.org/resource/Tremor http://dbpedia.org/resource/Tremor","2","2","2","73","14","1","1"
"#PapaFrancesco ha espresso la sua solidarietà al cardinal Bagnasco per l'#AlluvioneGenova. Il liveblog: http://t.co/01heWxWQio convey evince commonality solidarity comune Bagnasco http://dbpedia.org/resource/Bagnasco http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/resource/Category:Cities_and_towns_in_Piedmont http://dbpedia.org/ontology/Settlement Bagnasco http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Bagnasco","6","2","1","127","18","1","1"
"Avvertita poco fa lieve scossa. #terremoto execute minimal reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","3","0","42","6","1","1"
"a #mantova è tutto un sali e scendi tra strada e appartamento #terremoto seasoning salt mineral fall_back ebb way road highway state_highway constructed_structure housing apartment home unit geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Salt http://dbpedia.org/resource/Category:Food_additives http://dbpedia.org/ontology/Mineral http://dbpedia.org/resource/Category:Edible_salt http://dbpedia.org/resource/Salt http://dbpedia.org/resource/Category:Sodium_minerals http://dbpedia.org/resource/Salt http://dbpedia.org/resource/Road Road http://dbpedia.org/resource/Category:Roads http://dbpedia.org/ontology/Road http://dbpedia.org/resource/Road http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Apartment http://dbpedia.org/resource/Category:Apartments http://dbpedia.org/resource/Category:Real_estate Apartment http://dbpedia.org/resource/Apartment Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","3","0","73","12","2","1"
"scossa di terremoto avvertita. huh reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","2","0","34","5","0","1"
"La scossa è durata una ventina di secondi o.O io credevo fossero minuti!!!! reflex shock set score unit_of_time second unit SI_base_unit accept believe unit_of_time minute unit http://dbpedia.org/resource/Category:Centimetre–gram–second_system_of_units http://dbpedia.org/resource/Second http://dbpedia.org/resource/Category:Orders_of_magnitude_(time) http://dbpedia.org/ontology/Organisation Second http://dbpedia.org/resource/Category:Units_of_time http://dbpedia.org/resource/Category:SI_base_units http://dbpedia.org/resource/Second http://dbpedia.org/resource/Minute http://dbpedia.org/resource/Category:Orders_of_magnitude_(time) http://dbpedia.org/ontology/Organisation Minute http://dbpedia.org/resource/Category:Units_of_time http://dbpedia.org/resource/Minute","4","3","1","78","13","0","1"
